#Sõnad, kus sentiwordnet ja eki emotsioonidetektor lähevad vastuollu.
#wordnetis positiivsed, aga ekis neutraalsed.
a	560900	0.75	0	dom neutr	seltskondlik;sotsiaalne	nii iseloomustatakse inimest, kellele meeldib (mittetuttavate) inimestega suhelda
n	5757234	0.75	0	dom neutr	mõistmine;oskamine;valdamine;valdus	
n	5955323	0.75	0	dom neutr	põhimõte;printsiip	kedagi mingis tegevuses, toimimises juhtiv, suunav mõte, juhtmõte
n	10676018	0.75	0	dom neutr	ülemus;ülem;šeff	kõrgema positsiooniga töötaja
a	2100566	0.625	0	dom neutr	ülem	ameti- v. teenistusastmelt, sotsiaalselt positsioonilt vm. suhtes kõrgemal seisev
r	64691	0.625	0	dom neutr	täpselt;minutipealt;õigeaegselt;punktipealt;parasjagu;punkt;punktipealselt	(AEG) täpsel ajal; nii õigel ajal, kui võimalik
n	7480068	0.625	0	dom neutr	emotsioon;tundmus;tundeelamus;tunne	(lühiajaline) tugev tunne
n	5154517	0.625	0	dom neutr	aktiva;vara	ettevõttele v. isikule kuuluv vara (hooned, kaubad, materjalid jne.)
n	14546432	0.625	0	dom neutr	vorm	treenitusest, tervisest jm. tingitud üldine seis(und), (sportlase) jõudlusvõime teat. hetkel; hea kehaline v. vaimne seis(und) (EKSS)
v	839834	0.625	0	dom neutr	liialdama;üle pakkuma;paisutama;suurendama	midagi ülepakutult, paisutatult esitama v. kujutlema
a	2385102	0.5	0	dom neutr	pikk;pikakasvuline	kasvult kõrge
a	2119971	0.5	0	dom neutr	mõtlik	nii iseloomustatakse inimest, kes on tõsise meelelaadiga, mõttesse vajunud
a	2421158	0.5	0	dom neutr	kokkuhoidlik;säästlik;hoidlik;ökonoomne;majanduslik	nii iseloomustatakse inimest, kes oskab majandusasjades olla tagasihoidlik, säästev
a	1673946	0.5	0	dom neutr	banaalne;omapäratu;trafaretne;triviaalne;labane;üldtuntud;šabloonne;standardne;odav;äraleierdatud;kulunud;maotu;tavaline;harilik	
a	1933731	0.5	0	dom neutr	reaalne;tegelik;tõeline;tõsieluline;praktiline;esemeline;materiaalne;aineline	
a	1618053	0.5	0	dom neutr	ilmne;selge;ilmselge;silmnähtav;endastmõistetav	
a	2858816	0.5	0	dom neutr	isiklik	teat. isikule omane
n	5564590	0.5	0	dom neutr	käsi;labakäsi;käelaba	inimese v. ahvi ülajäse randmest sõrmeotsteni
n	5749619	0.5	0	dom neutr	maitse	esteetiliste väärtushinnangute kogum, sellel rajanevad arusaamad ilust jms
n	7486229	0.5	0	dom neutr	soov	millegi puuduolemisest tulenev tunne
n	14049711	0.5	0	dom neutr	tervis;tervislik seisund	organismi (füsioloogiline) seisund
n	7903841	0.5	0	dom neutr	konjak	viinamarjamahla kääritamisel ning destilleerimisel saadav kange alkohoolne jook
n	10444194	0.5	0	dom neutr	luuletaja;poeet;salmija;luular	luuletusi loov kirjanik
n	15269513	0.5	0	dom neutr	intervall;vahemik;ajavahemik	ajaperiood, mis on märgitud kahe momendiga
n	6519846	0.5	0	dom neutr	bussipilet	pilet, mille alusel võib bussis sõita
n	13931765	0.5	0	dom neutr	seksuaalvahekord;vahekord;suguline vahekord;kepp	
n	3574816	0.5	0	dom neutr	kutsikas;koer;kuersi;libinits	puust, sarve(tüki)st või kautšukist võrgukudumisvahend
n	3574816	0.5	0	dom neutr	liiv;liim	(endisaegne) prismataoliselt puuraamile tõmmatud võrkpüünis kalapüügiks madalas vees
a	489491	0.375	0	dom neutr	harjumuslik;harjumuspärane;tavakohane;tavapärane;harjunud;konventsionaalne;rutiinne;sissejuurdunud	
n	4723816	0.375	0	dom neutr	põhijoon;tunnus;tunnusjoon;joon	millelegi v. kellelegi olemuslikult v. tüüpiliselt kuuluv omadus
n	39297	0.375	0	dom neutr	kontakt;kokkupuude	kellegagi lähedases kokkupuutes olemine või tegutsemine
n	9787534	0.375	0	dom neutr	saadik	riigi diplomaatiline esindaja teises riigis
n	4669247	0.375	0	dom neutr	vastutus;vastutavus	oskus v. vajadus oma tegusid seletada v. olla oma tegude eest vastutav
n	5677504	0.375	0	dom neutr	tunne;taju;tunnetamine;tajumus	üleüldine teadlik tunnetus
n	10309496	0.375	0	dom neutr	tark;tarkpea;nupumees;aju	selge, terava mõistusega, lahtise peaga, rohkete vaimuannetega, arukas, taibukas; intelligentne inimene (EKSS)
n	9893191	0.375	0	dom neutr	kapten	
v	2107588	0.375	0	dom neutr	arvama;ära arvama;mõistatama	millegi põhjal aimama v. ennustama
v	2674879	0.375	0	dom neutr	kordama	mingis suhtes samasugune olema
a	2040652	0.25	0	dom neutr	ümar;ümmargune;ümarik	kerajaja kujuga
a	840212	0.25	0	dom neutr	majanduslik;ökonoomiline;ökonoomne	
a	2419434	0.25	0	dom neutr	mõtlik;mõttes;mõtetes	
a	1884353	0.25	0	dom neutr	tulevikuline;tuleviku-;homne	
a	1410606	0.25	0	dom neutr	sarnane;samalaadne	välimuses v. mingis muus suhtes rohkete ühetaoliseks tegevate ühisjoontega
a	1652902	0.25	0	dom neutr	avalik	
n	24720	0.25	0	dom neutr	seisund;seisukord;seis;olek	viis, kuidas miski või keegi on oma põhiliste omaduste ja väliste tingimuste suhtes
n	13541167	0.25	0	dom neutr	töötlemine;töötlus;protseduur	millegi ettevalmistus v. läbi viimine kindla kava järgi
n	6520944	0.25	0	dom neutr	leping	õigusi ja kohustusi tekitav, muutev v. lõpetav hrl. ametliku dokumendina vormistatud kokkulepe isikute, organisatsioonide, asutuste jne. vahel
n	7136206	0.25	0	dom neutr	dialoog;kahekõne	kõnelus kahe v. mitme isiku vahel
n	24720	0.25	0	dom neutr	järg;olukord;seisund	majanduslik kindlustatus, heaolu
n	6207029	0.25	0	dom neutr	arvamus;hinnang;hoiak;vaade	suhtumislaad kellegi suhtes
n	7675627	0.25	0	dom neutr	vorst	maitsestatud ja hakitud liha topitud mingisse kesta
n	4490091	0.25	0	dom neutr	veoauto;krusa	sõiduk, mis saab asju transportida;(kõnekeeles)
n	24720	0.25	0	dom neutr	olek	olendi hingeline v. kehaline seisund
n	5813457	0.25	0	dom neutr	iseasi;iselugu	eri, omaette või eraldi olev
n	14662574	0.25	0	dom neutr	mineraalmuld;muld	muld, mille koostises on ülekaalus mineraalsed osised (EKSS)
n	24720	0.25	0	dom neutr	režiim;olek;töörežiim	(seadmel, masinal vms.:) töötamise, toimimise tingimused
n	24720	0.25	0	dom neutr	seis	teat. hetke olukord milleski (EKSS)
n	24720	0.25	0	dom neutr	seisund;haigusseisund	olendi tervisest jm. teguritest tingitud olek teat. ajahetkel; millegi olek, seis teat. ajahetkel (EKSS)
n	24720	0.25	0	dom neutr	olek	probleemi hetkekirjeldus ühes ta lahendamise järkudest
n	7136206	0.25	0	dom neutr	vestlus	dialoogil põhinev õppemeetod
n	93874	0.25	0	dom neutr	päästeamet	haldusüksuses päästeteenistust korraldav asutus
n	3425092	0.25	0	dom neutr	tankla;bensiinijaam	teenindusettevõte autode jt. sõidukite tankimiseks (EKSS)
n	6399995	0.25	0	dom neutr	paragrahv	iseseisvat küsimust käsitlev väiksem jaotus raamatus (hrl. peatüki alljaotus) (EKSS)
n	5618056	0.25	0	dom neutr	pööning	piltlikult pea, aru, mõistuse kohta
v	2397637	0.25	0	dom neutr	tõstma;kõrgendama;edutama;ülendama	vastutusrikkamale tööle v. kõrgemale ametikohale paigutama
v	1319193	0.25	0	dom neutr	kammima	mingit maa-ala tihedalt, põhjalikult läbi otsima
a	801691	0.125	0	dom neutr	kandiline	mitme (enam-vähem) kantis tahu v. nurgaga (EKSS)
a	2169591	0.125	0	dom neutr	piklik;pikergune	laiusest pikem, pikavõitu
a	2440617	0.125	0	dom neutr	ülemine;üla-	
a	1304570	0.125	0	dom neutr	informatiivne;teatav;informatsiooniline;informeeriv	
a	2217241	0.125	0	dom neutr	kahekordne;topelt-;kaksik-;dupleksne	
a	1674242	0.125	0	dom neutr	argine;argi-;argipäevane;igapäevane;tavaline;proosaline	
a	2577734	0.125	0	dom neutr	materiaalne;aineline;varanduslik;majanduslik;varaline	
a	667079	0.125	0	dom neutr	praegune;käesolev;käimasolev;jooksev	
a	2468635	0.125	0	dom neutr	tüüpiline;iseloomulik;karakteerne;tunnuslik;karakteristlik	eristava tunnuse kohta
a	1779986	0.125	0	dom neutr	vaimne;mõistuslik;intellektuaalne;mõistuspärane	
a	24417	0.125	0	dom neutr	oma;omane	väga tuttav, millegi poolest lähedane
a	1036083	0.125	0	dom neutr	kohalik;paikkondlik;kohapealne	
a	406867	0.125	0	dom neutr	värviline;mitmekesine;kirju	
a	445937	0.125	0	dom neutr	sügav	eesmisest pinnast v. alast pikalt sisse- v. tahapoole, kaugemale ulatuv
a	486990	0.125	0	dom neutr	sage;tavaline;sagedane	tihti esinev
a	489863	0.125	0	dom neutr	tavapärane;harilik;tavaline;harjumuspärane	
a	1279735	0.125	0	dom neutr	strateegiline;üldkavaline	strateegiasse puutuv
a	2809220	0.125	0	dom neutr	tehniline	millegi sooritamisse v. sooritamise oskusesse puutuv, sellega seotud v. sellest tulenev
r	115554	0.125	0	dom neutr	enne	(RÕHK) väljendab tundetooni, suhtumist öeldusse; pigem
r	88931	0.125	0	dom neutr	alalõpmata;ala;alalõpmatult	(AEG) kogu aeg, korduvalt
r	191889	0.125	0	dom neutr	ise;iseenesest;iseendast;iseeneslikult	iseenesest, ilma et keegi seda otseselt põhjustaks
n	34213	0.125	0	dom neutr	fenomen;ilming;nähtus;nähtumus	olukord või protsess, mida teatakse pigem vaatluse kui intuitsiooni või arutluse kaudu
n	5650329	0.125	0	dom neutr	meel	vaimsete võimete kategooria; teat. liiki aistingute vastuvõtu ja eristamise võime
n	5816287	0.125	0	dom neutr	teadmised;informatsioon;info	teadmine, mis on omandatud õppimise v. kogemuse kaudu
n	7996689	0.125	0	dom neutr	komplekt;sari;kogum	terviklik kogumik ühtekuuluvaid esemeid
n	407535	0.125	0	dom neutr	tegevus;tegutsemine;toiming;toimetus;talitlus	mistahes konkreetne tegu, ülesanne või tegevusvaldkond
n	6891493	0.125	0	dom neutr	etendus;vaatemäng;šõu	sõna- v muusikalavastuse, tsirkusenumbrite vms esitus vaatajaskonnale
n	5611302	0.125	0	dom neutr	pea	psüühiliste protsesside ja tunnete asupaiga ning võrdkujuna
n	5791602	0.125	0	dom neutr	soov	mingi tahtmise v. eelistuse väljendus
n	15262921	0.125	0	dom neutr	tänapäev;kaasaeg;nüüdisaeg	praegune aeg v. ajastu
n	15205532	0.125	0	dom neutr	sajand;aastasada	saja aasta kestusega ajavahemik (eriti ajaarvamises ühe täissaja algusest selle lõpuni), aastasada (EKSS)
n	5770926	0.125	0	dom neutr	ajutegevus;mõtlemine;mõte;mõttetegevus	tunnetuse kõrgeim aste, objektiivse reaalsuse peegeldamine keerukas ajutegevuses
n	5773049	0.125	0	dom neutr	argumenteerimine;põhjendus	otsustuse v. otsustuste süsteemi tõestusvahendina, põhjendina esitamine
n	1264447	0.125	0	dom neutr	väljund;väljapääs	mingi tegevus kui  tunnete või loomeenergia avaldus
n	10084295	0.125	0	dom neutr	tüdruk;neid	noor naissoost inimene
n	13281275	0.125	0	dom neutr	palk;töötasu;palgaraha;ametipalk	regulaarselt saadav rahatasu, mida tööandja maksab töövõtjale
n	4274214	0.125	0	dom neutr	kiirtee	hea, kiireks liikluseks määratud autotee
n	5823517	0.125	0	dom neutr	eelteadmine;taustteadmine;taust	(millekski vajalik) varasem teadmine
n	5905348	0.125	0	dom neutr	projekt	tehniliste dokumentide komplekt, mis sisaldab objekti kirjelduse, joonised, põhjendavad arvestused ja vahel ka maketi
n	15159583	0.125	0	dom neutr	kuupäev;daatum	päeva järjekorranumber kuus (sageli koos kuu nimetamisega)
n	6158346	0.125	0	dom neutr	filosoofia;mõtteteadus	ratsionaalne uurimine, mis küsib peam. olemise, teadmise ja eetika järele
n	5651399	0.125	0	dom neutr	mälu;mäletamine	võime meelde jätta, meeles hoida ja meenutada (EKSS)
n	5905348	0.125	0	dom neutr	plaan;kava	organisatsiooni, üksikisiku vm. tegevuskava mingiks ajavahemikuks
n	10461747	0.125	0	dom neutr	mõju	millestki v. kellestki lähtuv teat. muutust esile kutsuv toime
n	7129867	0.125	0	dom neutr	rääkimine;kõnelemine;kõnelus	arusaadavate lausungite ütlemine
n	5793000	0.125	0	dom neutr	selgitamine;seletamine;selgitus	parema mõistmise nimel millegi selgemaks v. lihtsamaks tegemine
n	5793000	0.125	0	dom neutr	seletus	mingi nähtuse, sündmuse vms. seletamine, selle selge(ma)ks tegemine v. põhjendamine
n	5796423	0.125	0	dom neutr	arvestus;kaalutlus;ettemõtlemine	
n	5925366	0.125	0	dom neutr	mudel	näidiseksemplar, eeskuju, mille järgi midagi tehakse
n	6893885	0.125	0	dom neutr	näitemäng;näitlemine;näidend	
n	10414612	0.125	0	dom neutr	pensionär	pensioni saav isik
n	15271008	0.125	0	dom neutr	paus;katkestus;vaheaeg;seisak;peatus;seisatus	puhke- v. vaikusehetk, soikeperiood
n	7262579	0.125	0	dom neutr	näitaja	see, kes v. mis midagi näha võimaldab v. millelegi osutab
n	3541537	0.125	0	dom neutr	ühiselamu;ühikas	
n	13911872	0.125	0	dom neutr	punkt;täpp	(tehtud v. looduslik) väike ümmargune nähtav objekt v. märk
n	5807012	0.125	0	dom neutr	meel;inimmeel	inimese loomuse, hingelaadi, vaimu, meelelaadi vms. kohta
n	5002540	0.125	0	dom neutr	pikkus;pikakasvulisus	kogu (eriti pikkuses); inimese keha üldine kasvulaad (EKSS)
n	5762149	0.125	0	dom neutr	meel	(sisekohakäänetes) mälu
n	748155	0.125	0	dom neutr	lits;hoor;lõbunaine;prostituut;tänavatüdruk;tänavanaine;libu;pordunaine;uulitsatüdruk;avalik naine;lipakas;lipats;lita;lirva;lõbutüdruk;rõõmutüdruk;lind;linnuke;lõbulind;ell	tasu eest meestega seksuaalvahekorda astuv naine
n	3186399	0.125	0	dom neutr	skeem	mingi seadme, nähtuse, protsessi vms. sisemiste seoste tinglik, lihtsustatud kujutis
n	795008	0.125	0	dom neutr	proov	pooleli oleva riietuseseme sobitamine kandja mõõtudele vastavaks
n	10376523	0.125	0	dom neutr	vanainimene;vanake;vanur;hallpea;kulupea;rauk;vana	raukuse tunnustega hrl. väga vana, kõrges eas inimene
n	584769	0.125	0	dom neutr	lugeja	loeb kibe pikkust
n	5925366	0.125	0	dom neutr	mudel	
n	7685730	0.125	0	dom neutr	sepik	pärmiga valmistatav jämedast jahust nisuleib
n	644702	0.125	0	dom neutr	testimine;katsetus	millegi tunnusjoonte uurimine, katsetamine või kontrollimine
n	9954355	0.125	0	dom neutr	pihtija;tunnistaja;pihiline	pihist (ja armulauast) osavõtja
n	7173766	0.125	0	dom neutr	luger;riider;lugeja	automaatseade informatsiooni sisestamiseks andmekandjalt
n	3186399	0.125	0	dom neutr	skeem	andmebaasi struktuuri täielik kirjeldus, mis vastab mingile kindlale käsitlustasemele
n	6471345	0.125	0	dom neutr	pass	(tõu)looma tunnistus (EKSS)
n	13911872	0.125	0	dom neutr	punkt	mat mingi matemaatilise ruumi element, millel pole mõõtmeid (EKSS)
n	6891493	0.125	0	dom neutr	hommik;hommikuüritus	(hrl liitsõna järelosana) hommikupoolikul toimuv etendus, kontsert, ettekanne vms (EKSS)
n	9920771	0.125	0	dom neutr	häälerühm;hääl	kooris sama häält laulvad lauljad
n	5925366	0.125	0	dom neutr	trükivorm;plaat	plaat või silinder, mille pealispinnale on moodustatud trükivärvi ülekandvad pinnaosad, trükimasina põhiosa
n	6518068	0.125	0	dom neutr	lõigend;talong;konts	(kviitungi, rahakaardi jne.) äralõigatav osa
n	7985223	0.125	0	dom neutr	paar;paarik	kahekaupa esinevate v. kasutatavate, harvem kaheosaliste esemete kohta
n	7401960	0.125	0	dom neutr	aju	
n	15118228	0.125	0	dom neutr	tööaeg	töötamise aeg
v	1644746	0.125	0	dom neutr	sooritama;teostama;täide viima;ellu viima;täitma;teoks tegema;täide saatma;korraldama;tegelikuks muutma	millegi rakendamise, teostamise, sooritamise, täitmise kohta (EKSS)
v	2708420	0.125	0	dom neutr	veetma;aega kulutama;mööda saatma	aja kohta
v	609352	0.125	0	dom neutr	meelde tulema;meenuma	mõttesse tulema, mälus elustuma
v	1652139	0.125	0	dom neutr	kandma	saaki v. vilja andma (hrl. kultuurtaimede kohta); midagi kasvatama (maa kohta)
v	1192992	0.125	0	dom neutr	minema;kuluma	(millekski, millegi peale) rahaliselt tarvis minema, ära kasutatud saama
v	1733477	0.125	0	dom neutr	andma;korraldama	(omalt poolt) pakkuma
v	2163746	0.125	0	dom neutr	silmama;märkama;tähele panema;täheldama;sedastama	millestki teadlikuks saama
v	1618468	0.125	0	dom neutr	ajama	edasi liikudes, töötades mingit käiku, sihti, liini vms. rajama
v	781652	0.125	0	dom neutr	piirama;ligi tikkuma	kellegagi lähemat kontakti taotlema, kellegi tähelepanu, poolehoidu, sümpaatiat, armastust taotlema.
v	322847	0.125	0	dom neutr	küpsetama;süüa tegema;keetma	
v	588221	0.125	0	dom neutr	haarama;tunnetama;tajuma	(vaistlikult) millestki aru saama (EKSS)
#wordnetis positiivsed, aga ekis negatiivsed.
a	683185	0.75	0	dom neg	ebasünnis;ropp;vulgaarne;ebatsensuurne;inetu;labane;jäme;rumal;obstsöönne;valimatu	
a	858340	0.625	0	dom neg	aeglane;pikaldane;pikatoimeline;flegmaatiline	nii iseloomustatakse inimest, kes on loomu poolest aegamööda, pikkamööda toimiv, liikuv, tegutsev jne
a	2570282	0.625	0	dom neg	tobe;totter;rumal;jabur	rumalust ilmutav; ebameeldivust, piinlikkust tekitav
n	5621178	0.625	0	dom neg	pettus;kavalus;valskus;sohk	ebaaus tegu, ninapidivedamine, vale vms. (EKSS)
n	10100761	0.625	0	dom neg	tobu;lollpea;ohmu;loll;lambapea;tohman;ohmakas;ohmoon;ohmus;tobuke;ullike;rumaluke;rumal;tölplane;totu;totakas;põrunu	(inimese v. looma kohta:) rumal, taipamatu; lihtsameelne
a	848074	0.5	0	dom neg	obligatoorne;kohustuslik;sunduslik	tingimata tarvilik
a	302951	0.5	0	dom neg	tormine	ilma kohta; tormi võimuses olev, tormitsev (EKSS)
a	418364	0.5	0	dom neg	piinlik;äärmine	
a	903894	0.5	0	dom neg	ülitähtis;hädavajalik;kriitiline	
a	1269319	0.5	0	dom neg	tühi	näljatunde, söömata oleku kohta
a	1498084	0.5	0	dom neg	tühi;mõttetu;tähtsusetu;asjatu;ilmaaegne	tegeliku v. sügavama sisuta
n	5733864	0.5	0	dom neg	kriitika;arvustamine;kriitiline hinnang;arvustus	arvustamine, kriitilised arvamusavaldused, kriitiline hinnang
a	1351021	0.375	0	dom neg	kinnine;ligipääsmatu;reserveeritud;suletud;vaoshoitud	nii iseloomustatakse inimest, kes on teiste suhtes ligipääsmatu ja tõrjuv, oma mõtteid ja tundeid mitteavaldav
a	1910652	0.375	0	dom neg	sihitu;eesmärgita;eesmärgitu;tühi	
a	1431112	0.375	0	dom neg	absurdne;jabur;jampslik;mõttetu	
a	2436025	0.375	0	dom neg	väljakannatamatu;talumatu;võimatu	nii öeldakse inimeste kohta, kelle käitumine ei ole aktsepteeritav
n	7516354	0.375	0	dom neg	viha;vihkamine	emotsionaalselt tugev negatiivne tunne
n	14276936	0.375	0	dom neg	põletik	seente või mikroobide tekitatud haigusprotsess taimses koes (EKSS)
a	2398608	0.25	0	dom neg	kibe;viha	teravalt mõru
a	989721	0.25	0	dom neg	kõhn	vähese lihaga luudel
a	488187	0.25	0	dom neg	erandlik;erand-;ainu-;eriline;eri-;üksik	
a	464513	0.25	0	dom neg	konkreetne;üksikjuhuline;üldistamata;üksik;üksik-	
a	899738	0.25	0	dom neg	krüptiline;salajane;varjatud;peidetud;salapärane	
a	848466	0.25	0	dom neg	sunduslik;kohustuslik;sund-;sunniviisiline	
a	1913200	0.25	0	dom neg	piiratud;limiteeritud;vähene	koguse, ressursi vms kohta
n	6733119	0.25	0	dom neg	protest;kirjalik protest	nõusolematus, vastuvaidlus (ametliku kirjaliku avaldusena)
n	14127211	0.25	0	dom neg	nakkushaigus;infektsioonihaigus	nakkuse teel leviv haigus
n	5832264	0.25	0	dom neg	tusk;meelehärm;meelepaha;meelekibedus;peavalu	miski, mis tekitab kurbust
n	5618056	0.25	0	dom neg	aju;mõistus;pea;nutt;nupp	peaaju kui aru, mõistuse, vaimsete võimete keskus
n	6767035	0.25	0	dom neg	märkus	suuline v. kirjalik etteheide eksimuse, ebakohase käitumise jne. eest (ka distsiplinaarkaristusena)
a	1859801	0.125	0	dom neg	salajane;varjatud;salastatud;sala-;peidetud;peit-	
a	1850446	0.125	0	dom neg	tühi;tühjasõnaline;suuresõnaline;tühisõnaline;õõnes	
n	5698247	0.125	0	dom neg	kahtlus;kahtlustus;küsitavus;küsimärk	arvamine, et miski ei pruugi tõele vastata, millegi küsitavaks, ebakindlaks pidamine
n	5988498	0.125	0	dom neg	pimedus;rumalus;piiratus;harimatus;võhiklus	vaimuvalguse puudumine
n	10037385	0.125	0	dom neg	joodik;alkohoolik;joomar;napsitaja;purjutaja;joomakaru;joomakõri;joomahaige;topsisõber;napsisõber;napsiarmastaja;lakkekauss;lakard;lakkekrants;pudelipaikaja;kõri;joomakoer;joomakrants;parm	alkohoolsete jookide liigtarvitaja
n	797878	0.125	0	dom neg	risk;riskimine	toimimine hea õnne peale, liigjulgus
n	407535	0.125	0	dom neg	rünnak;kallaletung;rünne;ründamine;ründ	ründamise üksikjuhtum
n	14537054	0.125	0	dom neg	põud	kestvalt kuiv (v. väheste sademetega) kuum ilmastik, mis ei võimalda taimedel rahuldada oma veetarve
n	7306252	0.125	0	dom neg	skandaal	avalik kõmuline pahandus v. häbistav juhtum (EKSS)
n	1181902	0.125	0	dom neg	kriminaalasi	toimepandud kuriteo asjaolusid selgitav konkreetne protsessuaalne menetlus; selle fikseering kohtutoimikus (EKSS)
#wordnetis positiivsed, aga ekis vastuolulised.
#wordnetis neutraalsed, aga ekis positiivsed.
a	1384212	0	0	dom pos	ruumikas;avar	ruumi poolest mahukas, suur
a	2495922	0	0	dom pos	hea;kasulik;väärtuslik	mingis suhtes soodus, sobilik
a	2839505	0	0	dom pos	professionaalne;elukutseline	(elu)kutseline, elukutsele omane
a	35465	0	0	dom pos	aktiivne;energiline;elav	energiliselt tegutsev v. toimiv
a	2290998	0	0	dom pos	kindel	püsivamat laadi, mittejuhuslik
a	446921	0	0	dom pos	ligidane;lähedane	lühikese ajavahemiku taga olev
a	643250	0	0	dom pos	loov;loominguline	nii iseloomustatakse inimest, kes on loomingu(protsessi)ga seotud
a	1900349	0	0	dom pos	täpne;punktuaalne;korrektne	nii iseloomustatakse inimest, kes oma kohustusi täidab õigeaegselt
a	2787073	0	0	dom pos	ratsionaalne;kaine;mõistuslik;mõistuspärane;arukas	nii iseloomustatakse inimest, kes on kainelt asjalik, tunnetele vähe ruumi jättev
a	1200095	0	0	dom pos	ühtlane;homogeenne;ühtlik;ühtne	
a	728431	0	0	dom pos	iseseisev;vaba;prii;sõltumatu;suveräänne;autonoomne;rippumatu	
a	1770392	0	0	dom pos	julge;väljakutsuv;efektne	nii öeldakse nt riietumisstiili, käitumise, esitusviisi kohta, mis paistab silma ja on taotluslikult teistest erinev
a	538565	0	0	dom pos	keskendunud;kontsentreeritud;tähelepanelik	
a	1036754	0	0	dom pos	kodumaine;kodu-;omamaine	
a	249576	0	0	dom pos	mittevägivaldne;loomulik;iseeneslik	
a	1119661	0	0	dom pos	sile;peegelsile;jääsile	
a	1307690	0	0	dom pos	teadlik;teadvustatud;kursis;informeeritud	
a	289365	0	0	dom pos	terve;veatu;vigastamata;rikkumata	
a	927373	0	0	dom pos	elus	nii kirjeldatakse seda, mis toimib, tegutseb
a	2095670	0	0	dom pos	tihe;kindel;pidav;püsiv	
a	431774	0	0	dom pos	läbipaistev;selge;puhas	selline, millest saab läbi vaadata
a	2015571	0	0	dom pos	rahuldustpakkuv;meeldiv	
a	450147	0	0	dom pos	lähedane;ligidane	lühikese vahemaa taga asuv
a	1045711	0	0	dom pos	lihtne;kõnekeelne;vaba	
a	11757	0	0	dom pos	mõtteline;abstraktne;sisuline	mõtet puudutav; mõttes eksisteeriv
a	34710	0	0	dom pos	aktiivne;tegev	
a	308015	0	0	dom pos	suuteline;suutlik;suutev;võimeline	mingiks teoks, ülesandeks vastavat temperamenti või kalduvust omav
a	413622	0	0	dom pos	klassikaline	klassikasse kuuluv
a	2713715	0	0	dom pos	diplomaatiline	diplomaatiasse puutuv, diplomaatiaga seotud
a	1710260	0	0	dom pos	tasuta;vaba;prii	
a	2743261	0	0	dom pos	inimlik	inimloomusele omane, inimeste seas esinev
a	1634027	0	0	dom pos	sundimatu;mitteametlik;vaba	
