a	00005205	23907-a
a	00005599	53151-a
a	00005718	53161-a
a	00006032	23683-a
a	00009046	24017-a
a	00009978	23067-a
a	00011757	45808-a
a	00012689	23129-a
a	00012932	23426-a
a	00013442	53296-a
a	00013887	24130-a
a	00014490	24159-a
a	00017782	45810-a
a	00019874	23374-a
a	00020103	23014-a
a	00021766	23970-a
a	00025728	23371-a
a	00026168	24146-a
a	00029343	22601-a
a	00030798	23705-a
a	00031138	22602-a
a	00031974	22647-a
a	00033206	22843-a
a	00034322	23392-a
a	00034710	48227-a
a	00035368	59889-a
a	00035465	11003-a
a	00036163	58032-a
a	00036254	24099-a
a	00037457	24065-a
a	00037757	23151-a
a	00038462	23369-a
a	00039592	22734-a
a	00041051	50820-a
a	00044353	50812-a
a	00044760	48225-a
a	00045123	48294-a
a	00045356	58087-a
a	00045561	22944-a
a	00045888	48354-a
a	00047029	23796-a
a	00047406	23796-a
a	00048460	23302-a
a	00049266	58088-a
a	00049879	59980-a
a	00051373	48316-a
a	00051696	23462-a
a	00052012	23649-a
a	00053691	11128-a
a	00062626	50859-a
a	00064479	24279-a
a	00064787	10913-a
a	00066703	23939-a
a	00070939	24063-a
a	00071992	24062-a
a	00072281	58033-a
a	00073048	23856-a
a	00073465	23305-a
a	00074346	22722-a
a	00075515	23532-a
a	00075737	23532-a
a	00077645	48230-a
a	00078576	23003-a
a	00079069	60015-a
a	00082241	22652-a
a	00085630	22711-a
a	00092848	49364-a
a	00095280	48251-a
a	00096239	23201-a
a	00096815	48305-a
a	00097147	23548-a
a	00099290	22646-a
a	00099874	48350-a
a	00100881	23902-a
a	00101609	22588-a
a	00101800	22611-a
a	00103447	23623-a
a	00103953	24231-a
a	00104318	23589-a
a	00104825	23161-a
a	00105023	22628-a
a	00106821	22963-a
a	00111129	23810-a
a	00112231	22854-a
a	00112628	23810-a
a	00113818	22644-a
a	00115193	22801-a
a	00115494	48274-a
a	00116245	57932-a
a	00116940	48353-a
a	00117654	22678-a
a	00118567	24008-a
a	00119006	23030-a
a	00120574	48238-a
a	00120784	48239-a
a	00121865	10934-a
a	00122626	10933-a
a	00122844	22931-a
a	00124353	23450-a
a	00127137	10935-a
a	00127948	10932-a
a	00133669	59987-a
a	00134251	22639-a
a	00134701	22914-a
a	00136185	24199-a
a	00138314	50854-a
a	00138912	23367-a
a	00142407	23686-a
a	00142825	23794-a
a	00142917	23687-a
a	00148642	48343-a
a	00149461	22730-a
a	00150505	23352-a
a	00153898	48248-a
a	00154163	48249-a
a	00154965	23118-a
a	00156101	48252-a
a	00162863	23117-a
a	00162990	23052-a
a	00163592	22614-a
a	00165766	23937-a
a	00166146	22921-a
a	00166753	23530-a
a	00167077	23375-a
a	00170847	22921-a
a	00173220	23675-a
a	00173391	23867-a
a	00173764	24126-a
a	00174379	23314-a
a	00176150	24155-a
a	00176676	23403-a
a	00177547	50787-a
a	00178126	23072-a
a	00179925	23650-a
a	00181373	23092-a
a	00181476	23569-a
a	00182843	23334-a
a	00183053	48256-a
a	00183832	24138-a
a	00184363	23343-a
a	00185921	23344-a
a	00186616	24292-a
a	00187736	24293-a
a	00189017	23940-a
a	00190653	59916-a
a	00191603	23957-a
a	00193480	60013-a
a	00197576	23819-a
a	00198147	22970-a
a	00202508	23681-a
a	00205295	23179-a
a	00209620	23694-a
a	00209781	23694-a
a	00210446	23215-a
a	00210848	23245-a
a	00211564	24089-a
a	00212173	23214-a
a	00217728	23141-a
a	00219705	24058-a
a	00219809	23404-a
a	00219924	23142-a
a	00220956	24056-a
a	00221627	23896-a
a	00224731	22655-a
a	00225099	48353-a
a	00227507	24004-a
a	00228645	23557-a
a	00229371	24004-a
a	00229630	24005-a
a	00236989	24189-a
a	00237788	23624-a
a	00240417	52591-a
a	00241952	60037-a
a	00243180	60036-a
a	00243606	48280-a
a	00244054	23201-a
a	00245112	48281-a
a	00246727	24242-a
a	00247439	48282-a
a	00249433	23987-a
a	00249576	23478-a
a	00249721	22833-a
a	00250483	23111-a
a	00251134	23207-a
a	00254746	24255-a
a	00254880	23795-a
a	00258411	23733-a
a	00260430	53236-a
a	00262792	22615-a
a	00264776	22616-a
a	00266985	22691-a
a	00269989	53194-a
a	00272950	60038-a
a	00273082	23998-a
a	00276862	22908-a
a	00278551	23088-a
a	00279092	23301-a
a	00279332	23089-a
a	00280463	23801-a
a	00281657	23423-a
a	00282675	23740-a
a	00283703	24030-a
a	00286578	53191-a
a	00287640	22744-a
a	00288070	49242-a
a	00288498	58039-a
a	00289082	23220-a
a	00291181	23413-a
a	00292937	48286-a
a	00297755	48318-a
a	00298041	59937-a
a	00298767	24164-a
a	00300738	24165-a
a	00301777	24067-a
a	00302658	23152-a
a	00302761	48270-a
a	00302951	23745-a
a	00303579	23892-a
a	00303727	24283-a
a	00304144	23878-a
a	00304949	11002-a
a	00305225	24282-a
a	00306034	22992-a
a	00306314	22956-a
a	00307474	22957-a
a	00308015	48289-a
a	00308188	53155-a
a	00313387	24262-a
a	00314639	23826-a
a	00323199	23653-a
a	00326608	23235-a
a	00327690	23340-a
a	00329396	23943-a
a	00329831	10976-a
a	00331030	24245-a
a	00331889	23733-a
a	00336831	10821-a
a	00338817	10821-a
a	00339742	22625-a
a	00343015	22972-a
a	00343360	22972-a
a	00344125	57974-a
a	00347707	50844-a
a	00348018	23769-a
a	00349894	10814-a
a	00356926	48292-a
a	00357556	23934-a
a	00358534	53275-a
a	00358678	53276-a
a	00359459	23070-a
a	00360650	22951-a
a	00361125	23815-a
a	00361837	22813-a
a	00362467	48293-a
a	00363938	23659-a
a	00364881	48347-a
a	00365261	48348-a
a	00369504	48234-a
a	00369941	74875-a
a	00370869	42499-a
a	00372111	23644-a
a	00375969	11043-a
a	00377890	23384-a
a	00378892	23558-a
a	00379595	23698-a
a	00380312	23383-a
a	00385756	11044-a
a	00386392	11041-a
a	00388849	23822-a
a	00390539	11005-a
a	00391897	23571-a
a	00392093	11006-a
a	00393105	11004-a
a	00393683	11000-a
a	00394562	24152-a
a	00398816	24101-a
a	00402855	11045-a
a	00403982	24163-a
a	00404202	11041-a
a	00405879	23183-a
a	00406867	48308-a
a	00407654	53171-a
a	00408284	53279-a
a	00408660	53192-a
a	00409440	53193-a
a	00412788	23178-a
a	00414354	53250-a
a	00414518	58067-a
a	00415696	23713-a
a	00417413	24143-a
a	00418364	48262-a
a	00419289	24142-a
a	00420650	24142-a
a	00422620	23629-a
a	00424370	50760-a
a	00429016	50762-a
a	00430191	24193-a
a	00433115	23421-a
a	00438166	53239-a
a	00438332	24166-a
a	00438567	23878-a
a	00438909	22851-a
a	00439252	22656-a
a	00443618	22920-a
a	00445937	48357-a
a	00448314	22909-a
a	00451510	24011-a
a	00452605	23945-a
a	00453053	23056-a
a	00453726	24214-a
a	00455824	22995-a
a	00457998	24213-a
a	00460735	48302-a
a	00461311	23614-a
a	00461971	23660-a
a	00464513	23396-a
a	00464962	23836-a
a	00465943	23483-a
a	00466229	56124-a
a	00466725	23745-a
a	00467240	23440-a
a	00467913	23781-a
a	00473243	23886-a
a	00474043	23471-a
a	00474311	23887-a
a	00475308	24162-a
a	00477284	23485-a
a	00478015	24186-a
a	00479330	23950-a
a	00482227	11046-a
a	00482673	58090-a
a	00483048	11047-a
a	00483146	23225-a
a	00483650	50896-a
a	00484070	59990-a
a	00485711	22860-a
a	00486290	22860-a
a	00486990	50838-a
a	00487525	23526-a
a	00488187	23044-a
a	00488857	50811-a
a	00489108	23844-a
a	00489491	23083-a
a	00489768	23567-a
a	00489863	59873-a
a	00490035	23845-a
a	00490413	10945-a
a	00490845	53301-a
a	00492677	48313-a
a	00493012	23276-a
a	00493297	24182-a
a	00493460	23153-a
a	00496422	22783-a
a	00501313	24055-a
a	00502180	24015-a
a	00502487	23272-a
a	00503982	24061-a
a	00504592	24060-a
a	00505853	23955-a
a	00506299	22622-a
a	00506852	22849-a
a	00508036	23015-a
a	00508750	22918-a
a	00509039	48315-a
a	00510050	22827-a
a	00510348	22680-a
a	00510644	48253-a
a	00511526	22828-a
a	00512487	48317-a
a	00514884	60039-a
a	00516539	23437-a
a	00517314	23219-a
a	00519211	60010-a
a	00520214	23908-a
a	00521584	23131-a
a	00522885	23908-a
a	00523786	10937-a
a	00525105	22945-a
a	00525453	48322-a
a	00526062	23264-a
a	00529657	22595-a
a	00530047	48271-a
a	00533452	23428-a
a	00533851	23429-a
a	00534524	48349-a
a	00535293	23420-a
a	00535452	24091-a
a	00536792	23228-a
a	00537339	24092-a
a	00538565	23237-a
a	00539009	59996-a
a	00539793	23069-a
a	00541614	24001-a
a	00542359	24029-a
a	00544231	48231-a
a	00545015	23105-a
a	00546646	24108-a
a	00547317	23273-a
a	00548029	23029-a
a	00548316	24290-a
a	00548781	24002-a
a	00549236	23576-a
a	00550574	48355-a
a	00553732	23760-a
a	00556709	23566-a
a	00560900	22663-a
a	00562308	48242-a
a	00562469	53156-a
a	00566099	26744-a
a	00566342	23610-a
a	00570225	23020-a
a	00570590	23846-a
a	00574422	22724-a
a	00575230	53189-a
a	00575685	53190-a
a	00576189	22725-a
a	00576680	48324-a
a	00579084	23747-a
a	00579881	48283-a
a	00583239	48327-a
a	00583581	48326-a
a	00584820	23284-a
a	00585202	24110-a
a	00586183	23123-a
a	00587890	53273-a
a	00588535	24034-a
a	00588797	22717-a
a	00589344	59907-a
a	00589624	22718-a
a	00590271	59887-a
a	00592539	60063-a
a	00592880	23290-a
a	00593374	23906-a
a	00593664	23107-a
a	00594413	23413-a
a	00596511	59968-a
a	00601783	48330-a
a	00602563	23621-a
a	00603660	23692-a
a	00603804	22779-a
a	00605128	10955-a
a	00605406	10910-a
a	00605516	23871-a
a	00607977	24025-a
a	00608421	23551-a
a	00608668	24059-a
a	00608791	23143-a
a	00610532	53291-a
a	00611047	47454-a
a	00611281	48331-a
a	00613975	22960-a
a	00614990	23972-a
a	00615457	22896-a
a	00619601	23669-a
a	00619972	23288-a
a	00621207	22993-a
a	00621857	22746-a
a	00622581	22994-a
a	00623356	53170-a
a	00624026	48323-a
a	00624576	59882-a
a	00629997	24274-a
a	00630802	24175-a
a	00631193	23866-a
a	00631391	11018-a
a	00631798	50802-a
a	00633235	11020-a
a	00636547	58091-a
a	00636891	23443-a
a	00639230	22700-a
a	00639594	23495-a
a	00640106	22934-a
a	00640660	23191-a
a	00641158	22672-a
a	00641343	23277-a
a	00641640	23218-a
a	00642152	23278-a
a	00642725	22673-a
a	00643250	22715-a
a	00643863	22861-a
a	00644839	24294-a
a	00645169	53195-a
a	00645493	23946-a
a	00646117	23146-a
a	00647542	22668-a
a	00647867	22669-a
a	00648816	23847-a
a	00650577	24266-a
a	00651039	10941-a
a	00651451	10942-a
a	00653044	58020-a
a	00655779	53152-a
a	00656132	23565-a
a	00658259	52698-a
a	00658752	23752-a
a	00658942	52699-a
a	00659715	52698-a
a	00660809	52700-a
a	00664449	22661-a
a	00666610	23162-a
a	00667079	23632-a
a	00668053	23166-a
a	00669021	22901-a
a	00669138	22900-a
a	00676271	47455-a
a	00678473	10969-a
a	00679147	24190-a
a	00679717	23222-a
a	00680005	23493-a
a	00681268	23862-a
a	00681548	23904-a
a	00681930	23311-a
a	00683185	23948-a
a	00684782	23565-a
a	00685924	22804-a
a	00688947	23808-a
a	00689471	23947-a
a	00690058	11086-a
a	00690892	11088-a
a	00691696	11087-a
a	00692762	48356-a
a	00693020	58086-a
a	00693356	59914-a
a	00695209	22953-a
a	00698586	23706-a
a	00699521	48272-a
a	00700451	23673-a
a	00703109	23439-a
a	00703615	22609-a
a	00704360	53206-a
a	00704609	23604-a
a	00708017	48363-a
a	00708498	11130-a
a	00708738	11131-a
a	00712877	10820-a
a	00713995	24216-a
a	00714320	23578-a
a	00715140	24122-a
a	00717417	23306-a
a	00718924	23446-a
a	00720296	23695-a
a	00721838	58069-a
a	00724081	59879-a
a	00724397	11014-a
a	00725772	48369-a
a	00727564	53158-a
a	00729894	22692-a
a	00730731	23581-a
a	00731606	53158-a
a	00732160	50726-a
a	00732960	23134-a
a	00733406	22820-a
a	00735882	23196-a
a	00741867	23382-a
a	00744916	24006-a
a	00745858	10988-a
a	00746047	48261-a
a	00746451	24235-a
a	00747910	10978-a
a	00750926	53323-a
a	00751525	22818-a
a	00754393	23104-a
a	00756091	59967-a
a	00757120	59966-a
a	00758459	22793-a
a	00763013	23333-a
a	00763407	23395-a
a	00763901	22631-a
a	00766457	53159-a
a	00770480	23563-a
a	00770993	23226-a
a	00772910	50761-a
a	00773299	22777-a
a	00775693	22891-a
a	00778017	53202-a
a	00778270	50845-a
a	00781644	23758-a
a	00785555	23357-a
a	00786173	23356-a
a	00787136	22765-a
a	00787357	22805-a
a	00791227	22886-a
a	00792202	22886-a
a	00793793	50765-a
a	00796337	24268-a
a	00799401	24287-a
a	00799517	23202-a
a	00799953	22750-a
a	00800248	50770-a
a	00800826	50771-a
a	00801691	11071-a
a	00802844	50771-a
a	00803275	48228-a
a	00803432	23416-a
a	00804220	23959-a
a	00804371	48287-a
a	00806512	24000-a
a	00807817	23002-a
a	00808191	23805-a
a	00810916	50772-a
a	00812952	22904-a
a	00813589	77841-a
a	00815000	50773-a
a	00816481	53187-a
a	00817242	23630-a
a	00818175	23178-a
a	00822115	23997-a
a	00822449	10989-a
a	00823192	10990-a
a	00823971	23127-a
a	00824753	23424-a
a	00825375	22977-a
a	00825807	23099-a
a	00828779	24184-a
a	00829496	23476-a
a	00829656	23505-a
a	00829745	22657-a
a	00830717	22760-a
a	00830981	50888-a
a	00831225	50887-a
a	00834198	24188-a
a	00835292	48253-a
a	00835609	23491-a
a	00836277	10948-a
a	00838533	48321-a
a	00839225	24188-a
a	00840212	23432-a
a	00842324	58042-a
a	00843146	24229-a
a	00844461	23620-a
a	00845216	24228-a
a	00847861	23055-a
a	00848074	23544-a
a	00848466	23783-a
a	00849912	23233-a
a	00851744	50781-a
a	00852197	48370-a
a	00854255	23032-a
a	00854413	23583-a
a	00854989	23615-a
a	00856011	23409-a
a	00856860	22712-a
a	00858053	58040-a
a	00858558	47461-a
a	00858917	23363-a
a	00859949	23224-a
a	00860127	50814-a
a	00860611	24090-a
a	00861216	23126-a
a	00863049	48241-a
a	00864693	60016-a
a	00866471	50786-a
a	00873251	50819-a
a	00874226	23103-a
a	00878086	58074-a
a	00881030	23380-a
a	00881735	24150-a
a	00882580	59923-a
a	00885695	22842-a
a	00887062	22844-a
a	00887719	53177-a
a	00888765	22576-a
a	00889831	50789-a
a	00890622	60001-a
a	00891170	50800-a
a	00893441	48269-a
a	00895442	48235-a
a	00896182	60025-a
a	00898963	23714-a
a	00899738	23297-a
a	00900478	24115-a
a	00900616	50791-a
a	00901060	50792-a
a	00903894	48339-a
a	00904745	53244-a
a	00907243	23075-a
a	00907661	23447-a
a	00908483	23054-a
a	00909363	53214-a
a	00910101	23840-a
a	00911762	24114-a
a	00913387	50801-a
a	00913454	53299-a
a	00913551	52945-a
a	00914104	52946-a
a	00915141	53225-a
a	00915321	53225-a
a	00915787	50803-a
a	00915976	22890-a
a	00916199	53211-a
a	00916524	59900-a
a	00919155	23598-a
a	00919542	50804-a
a	00921014	50805-a
a	00924257	22740-a
a	00925642	23412-a
a	00925985	24160-a
a	00927373	24009-a
a	00928525	24078-a
a	00929164	50821-a
a	00929567	47457-a
a	00930290	23553-a
a	00931555	24278-a
a	00932367	23881-a
a	00933154	23299-a
a	00934082	24117-a
a	00934199	24116-a
a	00936740	23031-a
a	00938210	23231-a
a	00938659	23232-a
a	00939444	23716-a
a	00939895	23579-a
a	00940437	50815-a
a	00940969	48360-a
a	00941242	50853-a
a	00948670	50723-a
a	00951831	53173-a
a	00952761	22967-a
a	00953127	53160-a
a	00953814	23750-a
a	00956131	50849-a
a	00957176	22905-a
a	00958151	22981-a
a	00959244	22676-a
a	00959530	60009-a
a	00961392	23393-a
a	00962634	22677-a
a	00964906	23025-a
a	00965606	48312-a
a	00968010	23144-a
a	00972902	23973-a
a	00973677	59929-a
a	00974159	22899-a
a	00975171	23776-a
a	00976123	23775-a
a	00976508	23990-a
a	00978199	11010-a
a	00979031	22935-a
a	00979697	11008-a
a	00981304	22584-a
a	00984333	23595-a
a	00985297	23525-a
a	00986457	11110-a
a	00987180	11112-a
a	00987510	11113-a
a	00987769	53293-a
a	00988077	11115-a
a	00988988	11107-a
a	00989544	11104-a
a	00989721	11105-a
a	00990855	11109-a
a	00992432	22986-a
a	00993529	24217-a
a	00993885	23787-a
a	01001180	48259-a
a	01001689	23736-a
a	01002377	22938-a
a	01003050	23414-a
a	01004318	23625-a
a	01005063	22932-a
a	01006566	57976-a
a	01007354	53162-a
a	01008439	23061-a
a	01008745	23155-a
a	01010271	53185-a
a	01010862	10916-a
a	01011753	24158-a
a	01012503	24285-a
a	01013279	24157-a
a	01014251	53172-a
a	01014953	10816-a
a	01016035	23859-a
a	01017161	23860-a
a	01020709	23527-a
a	01020885	23979-a
a	01023289	24230-a
a	01023706	23187-a
a	01024597	24230-a
a	01028163	22619-a
a	01030022	24135-a
a	01030691	23360-a
a	01030826	24136-a
a	01033996	53272-a
a	01034457	22968-a
a	01035007	23027-a
a	01036083	24208-a
a	01036383	23561-a
a	01036754	23266-a
a	01037148	53271-a
a	01038102	50763-a
a	01038808	50764-a
a	01040239	23942-a
a	01040331	23942-a
a	01040410	23941-a
a	01040544	58037-a
a	01040752	23941-a
a	01040984	22759-a
a	01041209	53182-a
a	01041634	22761-a
a	01041916	23062-a
a	01042491	23603-a
a	01044240	53164-a
a	01044922	23670-a
a	01045518	23254-a
a	01045711	24239-a
a	01046553	23041-a
a	01047874	10813-a
a	01048762	10813-a
a	01049462	24079-a
a	01050603	23267-a
a	01051410	22915-a
a	01052038	23199-a
a	01052248	50831-a
a	01052428	11028-a
a	01053144	50832-a
a	01053634	11021-a
a	01061489	50833-a
a	01062393	23163-a
a	01063753	24177-a
a	01064286	23164-a
a	01066542	23710-a
a	01067003	59874-a
a	01067193	24244-a
a	01067694	24192-a
a	01068726	48267-a
a	01070321	59951-a
a	01072382	60244-a
a	01072586	50842-a
a	01074650	50841-a
a	01076634	59936-a
a	01076793	22573-a
a	01077362	48305-a
a	01077829	50874-a
a	01078302	57955-a
a	01078840	23350-a
a	01079396	23388-a
a	01080297	22936-a
a	01080900	23708-a
a	01081592	58078-a
a	01083157	23968-a
a	01084486	22928-a
a	01086545	59946-a
a	01087977	22884-a
a	01088351	23929-a
a	01089136	50846-a
a	01089275	24181-a
a	01089369	24113-a
a	01089775	23294-a
a	01090308	23830-a
a	01090820	23674-a
a	01091234	23685-a
a	01091728	48352-a
a	01095914	75097-a
a	01099536	59953-a
a	01101391	24183-a
a	01101891	23474-a
a	01103021	23766-a
a	01107206	23063-a
a	01107521	24014-a
a	01112471	23238-a
a	01112573	22587-a
a	01113807	22744-a
a	01119192	22641-a
a	01119421	23246-a
a	01120925	23549-a
a	01121507	23181-a
a	01121989	23549-a
a	01122411	24128-a
a	01122595	53297-a
a	01123148	24277-a
a	01125429	10901-a
a	01126291	10902-a
a	01126841	59904-a
a	01127782	59897-a
a	01128406	23110-a
a	01131043	10953-a
a	01131454	53257-a
a	01131803	10908-a
a	01133017	60012-a
a	01133374	23307-a
a	01137378	59949-a
a	01138161	23458-a
a	01139352	59934-a
a	01139832	59933-a
a	01140514	48260-a
a	01140896	22829-a
a	01142804	50850-a
a	01143279	59977-a
a	01143585	23192-a
a	01144571	24076-a
a	01144887	23190-a
a	01146493	23917-a
a	01148283	50860-a
a	01148897	50861-a
a	01150063	23422-a
a	01150205	53246-a
a	01150915	10983-a
a	01151452	23719-a
a	01151740	10946-a
a	01151951	10984-a
a	01152521	10985-a
a	01152746	11129-a
a	01154030	11132-a
a	01154351	11133-a
a	01155206	11135-a
a	01158596	59940-a
a	01158974	59973-a
a	01159531	59939-a
a	01159655	24080-a
a	01159907	47456-a
a	01160031	48263-a
a	01161635	23109-a
a	01165943	24302-a
a	01166413	50848-a
a	01166875	56298-a
a	01167269	23641-a
a	01168845	23960-a
a	01170823	23182-a
a	01171076	23638-a
a	01171396	50867-a
a	01173697	48236-a
a	01178134	23068-a
a	01182024	23723-a
a	01182747	23722-a
a	01183114	59894-a
a	01184932	24094-a
a	01185417	23541-a
a	01186408	24095-a
a	01186733	23234-a
a	01188762	10938-a
a	01189109	10939-a
a	01190316	10905-a
a	01190993	10906-a
a	01191876	10906-a
a	01192393	10907-a
a	01193714	23188-a
a	01198737	22917-a
a	01199751	23009-a
a	01201100	23093-a
a	01201422	23101-a
a	01203147	24033-a
a	01204557	11023-a
a	01205473	59985-a
a	01206474	11024-a
a	01207546	23242-a
a	01210854	50866-a
a	01212469	50868-a
a	01213197	11138-a
a	01213550	72683-a
a	01215421	11139-a
a	01215935	48358-a
a	01218548	59986-a
a	01223271	22714-a
a	01226129	22582-a
a	01226240	50872-a
a	01227137	23928-a
a	01230387	59903-a
a	01232298	23391-a
a	01232635	23108-a
a	01233104	23010-a
a	01233347	22930-a
a	01242489	22727-a
a	01242750	23927-a
a	01243102	60042-a
a	01243373	48304-a
a	01243825	22726-a
a	01244410	50873-a
a	01244846	23050-a
a	01247240	11025-a
a	01251128	24045-a
a	01252151	24046-a
a	01252714	23121-a
a	01254784	23792-a
a	01255296	24253-a
a	01255807	23834-a
a	01257612	48304-a
a	01257990	22683-a
a	01258617	50876-a
a	01259015	23342-a
a	01259123	23345-a
a	01259391	60032-a
a	01262284	23113-a
a	01262611	23157-a
a	01263013	22752-a
a	01263971	47462-a
a	01264336	22665-a
a	01264913	22742-a
a	01265308	22716-a
a	01266092	22719-a
a	01266397	23508-a
a	01266841	50869-a
a	01268426	22667-a
a	01269319	50783-a
a	01269506	50883-a
a	01270004	50882-a
a	01270175	23700-a
a	01270486	24104-a
a	01273910	49271-a
a	01274945	24151-a
a	01275562	24270-a
a	01277426	24271-a
a	01278818	50857-a
a	01279611	59911-a
a	01282014	48255-a
a	01282921	59976-a
a	01283508	23761-a
a	01284212	24267-a
a	01285136	23533-a
a	01286799	23500-a
a	01287282	23500-a
a	01288091	23501-a
a	01298884	24169-a
a	01299484	23090-a
a	01301316	59972-a
a	01302544	23379-a
a	01303776	23656-a
a	01304570	23156-a
a	01305123	23538-a
a	01305344	24069-a
a	01312739	23926-a
a	01313929	23662-a
a	01314537	24257-a
a	01315249	23663-a
a	01315844	23807-a
a	01317954	59950-a
a	01319874	23816-a
a	01320988	24258-a
a	01324131	65472-a
a	01324424	23081-a
a	01325777	24070-a
a	01327925	53168-a
a	01330986	24003-a
a	01332386	23965-a
a	01333118	22735-a
a	01334398	22574-a
a	01335458	23828-a
a	01336837	22575-a
a	01337314	59997-a
a	01337939	23189-a
a	01338116	23823-a
a	01341153	74039-a
a	01342237	24289-a
a	01342949	22645-a
a	01343200	23924-a
a	01343918	23115-a
a	01344344	10951-a
a	01344963	24000-a
a	01350225	50818-a
a	01351021	22781-a
a	01352561	48288-a
a	01353618	23346-a
a	01356143	48232-a
a	01357027	23209-a
a	01357742	24048-a
a	01358096	24088-a
a	01358231	23835-a
a	01359543	59931-a
a	01359697	59930-a
a	01360085	23295-a
a	01360413	24246-a
a	01363153	24112-a
a	01363613	23410-a
a	01364585	10991-a
a	01364817	10992-a
a	01364993	10993-a
a	01366157	10994-a
a	01366718	23410-a
a	01367211	24206-a
a	01367431	23605-a
a	01368793	24171-a
a	01369404	23430-a
a	01369491	50769-a
a	01369663	22698-a
a	01372049	22593-a
a	01372948	22592-a
a	01373728	10909-a
a	01374183	22720-a
a	01374912	49273-a
a	01375174	48240-a
a	01375831	23318-a
a	01376894	48239-a
a	01382086	24251-a
a	01383394	23996-a
a	01383857	23789-a
a	01384212	10896-a
a	01384572	10894-a
a	01385255	10892-a
a	01386010	58014-a
a	01386883	24251-a
a	01388418	24174-a
a	01389170	56126-a
a	01391351	10899-a
a	01392249	10898-a
a	01393024	10891-a
a	01394075	10897-a
a	01395821	58027-a
a	01397385	24031-a
a	01397998	23531-a
a	01398199	24032-a
a	01398772	23091-a
a	01400562	23372-a
a	01400961	22984-a
a	01403760	23136-a
a	01407267	22982-a
a	01407465	23461-a
a	01408421	60020-a
a	01409581	10982-a
a	01410363	48371-a
a	01411065	50790-a
a	01411291	60021-a
a	01413247	23894-a
a	01413871	23964-a
a	01414488	23547-a
a	01415021	53196-a
a	01415219	53243-a
a	01415480	53267-a
